efficacy,code,name,resource,composition,efficacy.1,indications,alias
泻下方-寒下,600210083,薏苡附子败酱散,《金匮要略》,薏苡仁，附片，败酱草,排脓消肿,肠痈内已成脓，身无热，肌肤甲错，腹皮急，如肿状，按之软，脉数,与“败酱散”(《校注妇人良方》)为异名同方
泻下方-寒下,600210090,大陷胸汤,《伤寒论》,大黄，芒硝，生甘遂,泻热逐水,结胸证，不大便五六日，舌上燥而渴，日晡小有潮热，从心下至少腹硬满而痛不可近，或短气烦躁，脉沉而紧，按之有力者,
泻下方-寒下,600210106,大黄黄连泻心汤,《伤寒论》,大黄，黄连片,泻热消痞,热痞证。症见心下痞满，按之濡，心烦，口渴，小便短赤，甚则吐血、衄血；舌红苔黄，脉数,
泻下方-寒下,600210113,大黄甘草汤,《金匮要略》,大黄，甘草,荡热和胃，通利大便,胃热气逆证。呕吐，食入即吐，大便秘结，喜凉饮，或口臭；舌质红，苔黄，脉滑实,与“大甘丸”(《勿误药室方函口诀》)为异名同方
泻下方-寒下,600210137,厚朴大黄汤,《金匮要略》,厚朴，大黄，枳实,下气除满，泻实破结,阳明热结支饮证。症见胸脘胀满疼痛，咳逆倚息，短气不得卧，其形如肿，大便秘结，舌红，苔黄腻，脉滑,与“枳朴大黄汤”(《赤水玄珠全集》)为异名同方
泻下方-寒下,600210144,肠痈汤,《备急千金要方》,薏苡仁，冬瓜子，桃仁，牡丹皮,清热排脓,肠痈，脓成脉数，不可下,
泻下方-寒下,600210151,神保丸,《苏沈良方》引《灵苑方》,木香，胡椒，生巴豆，全蝎,消积导滞，宣通脏腑,心膈痛，腹痛，血痛，小便不通，血痢，脏毒，喘，肾气胁下痛，大便不通，气噎，宿食不消。妇人小腹痛，服诸药不愈者,"与""遇仙丹""(《医学集成》)为异名同方"
泻下方-温下,600220013,大黄附子汤,《金匮要略》,大黄，炮附片，细辛,温里散寒，通便止痛,寒邪与积滞互结肠道，胁下或腰胯偏痛，便秘，手足不温，苔白，脉紧弦,"与""大黄附子细辛汤""(《金匮要略今释》引《漫游杂记》)为异名同方"
泻下方-温下,600220020,温脾汤,《备急千金要方》,大黄，当归，干姜，附片，人参，芒硝，甘草,攻下冷积，温补脾阳,阳虚寒积证。脾阳不足，冷积便秘，或久利赤白，腹痛，手足不温；苔白，脉沉弦,
泻下方-温下,600220037,走马汤,《外台秘要》引仲景方,焊苦杏仁，生巴豆,开肺利气，温通泻下,忽然心腹胀疼，绞痛，刺痛，大便不通，或有吐血、衄血，或有喘咳气息急迫，及见有腹脐绞痛，上冲心胸胀闷,"原名：飞尸走马汤；方名见“走马汤""(《备急千金要方》)。与“走马散”(《太平圣惠方》)、“外台走马汤""(《金匮要略》附方)为异名同方"
泻下方-温下,600220044,感应丸,《太平惠民和剂局方》,百草霜，苦杏仁，木香，丁香，干姜，肉豆蔻，巴豆霜,温中消积,中气虚弱，伤冷停积，心下坚满，胁胀腹痛，霍乱吐泻，久痢赤白，中酒呕吐，痰逆恶心,
泻下方-温下,600220051,紫丸,《备急千金要方》,赭石，赤石脂，生巴豆，焊苦杏仁,攻下积聚,小儿变蒸，发热不解，并挟伤寒温壮，汗后热不歇；及腹中有痰癖，哺乳不进，乳则吐呪，食痫，先寒后热者,"与“紫双丸”(《太平圣惠方》)、“紫霜丸”(《太平惠民和剂局方》)、“紫霞丸”(《幼科类萃》)、“紫丸子”(《赤水玄珠全集》)、""四味紫丸""(《杏苑生春》)为异名同方"
泻下方-润下,600230012,麻子仁丸,《伤寒论》,火麻仁，白芍，麸炒枳实，大黄，姜厚朴，焊苦杏仁,润肠泻热，行气通便,肠胃燥热，津液不足，大便秘结，小便频数，现用于习惯性便秘见有上述症状者,与“麻仁丸”(《类证活人书》)、“脾约麻仁丸”(《太平惠民和剂局方》)为异名同方
泻下方-润下,600230029,济川煎,《景岳全书》,当归，牛膝，酒苁蓉，泽泻，升麻，枳壳,温肾益精，润肠通便,老年肾虚，大便秘结，小便清长，腰酸足软，背冷畏寒,
泻下方-润下,600230036,润肠丸,《脾胃论》,大黄，当归尾，羌活，焊桃仁，火麻仁,润肠通便，活血祛风,胃肠燥热，大便秘结，或干燥便结不同，全不思食或风秘、血结之证,
泻下方-润下,600230043,增液承气汤,《温病条辨》,玄参，麦冬，地黄，大黄，芒硝,滋阴润肠通便,阳明温病，热结阴亏，燥屎不行，下之不通，津液不足，无水舟停，服增液汤不下者,
泻下方-润下,600230050,五仁丸,《杨氏家藏方》,桃仁，苦杏仁，海松子，柏子仁，郁李仁，陈皮,润肠通便,肠燥便秘。症见大便干燥，艰涩难出，口干舌燥，脉细涩,原名：滋肠五仁丸；方名见“五仁丸”(《世医得效方》)
泻下方-润下,600230067,苁蓉润肠丸,《重订严氏济生方》,肉苁蓉片，沉香，火麻仁,润肠通便,肾虚便秘。症见大便干硬，行便无力，或气逆喘促等,"原名：润肠丸；方名见""苁蓉润肠丸”(《医学纲目》)。与""苁沉丸”(《医学人门》)为异名同方"
泻下方-润下,600230074,蜜煎导方,《伤寒论》,蜂蜜,润肠通便,津液内竭，大便因硬，欲解不得者。或年迈体虚，阴血素亏，大便干涩难下者,
泻下方-润下,600230081,润肠汤,《万病回春》,当归，熟地黄，地黄，火麻仁，焊桃仁，焊苦杏仁，枳壳，厚朴，黄芩片，大黄，甘草,养血润肠,大便闭结不通，为实热燥闭者,
泻下方-润下,600230098,万亿丸,《古今医鉴》引张三峰方,朱砂粉，生巴豆,润肠通便,大便不通，一切肠燥结、烦躁之症,原名：神仙万亿丸、神效仙方万亿丸；方名见“万亿丸”(《寿世保元》)
泻下方-逐水,600240011,十枣汤,《伤寒论》,芫花，生甘遂，京大戟，大枣,攻逐水饮,悬饮或支饮，停于胸胁，咳唾胸胁引痛，心下痞鞭干呕短气，头痛目眩，或胸背掣痛不得息，水肿腹胀，二便不利，属于实证者,
泻下方-逐水,600240028,疏凿饮子,《重订严氏济生方》,羌活，秦艽，大腹皮，茯苓皮，川木通，泽泻，生姜，椒目，赤小豆，醋商陆，槟榔,理气通便，分利湿热,水湿壅盛，遍身肿满，喘呼气急，烦躁口渴，二便不利者,
泻下方-逐水,600240035,三物备急丸,《金匮要略》,大黄，干姜，生巴豆,攻逐冷积,寒实冷积内停，心腹卒暴胀痛，痛如锥刺，气急口噤，大便不通,与“大黄备急丸”(《医学入门》)、“备急丸”(《千金翼方》)为异名同方
泻下方-逐水,600240042,己椒苈黄丸,《金匮要略》,防己，椒目，葶苈子，大黄,泻热逐水，通利二便,水饮积聚脘腹，肠间有声，腹满便秘，小便不利，口干舌燥，脉沉弦,又名：防己椒目葶苈大黄丸。与“椒目丸”(《备急千金要方》)为异名同方
泻下方-逐水,600240059,甘遂半夏汤,《金匮要略》,生甘遂，姜半夏，白芍，炙甘草，蜂蜜,逐饮祛痰，散结除满，缓急止痛,留饮脉伏，其人欲自利，利后虽觉轻快，但心下仍然坚满,
泻下方-逐水,600240066,白散,《伤寒论》,桔梗，浙贝母，生巴豆,温下寒实，涤痰破结,水寒互结，寒实结胸,"与“三物白散”(《类证活人书》)、“桔梗白散""(《外台秘要》)为异名同方。原方含组成“白饮”,为米汤"
泻下方-逐水,600240073,控涎丹,《三因极一病证方论》,醋甘遂，醋京大戟，炒芥子,祛痰逐饮,痰饮留伏于胸胁上下，经隧之中，颈项、胸背、腰腹疼痛，筋骨牵引作痛，或手足冷痛，或头痛不可忍，或神志昏糊，或痰唾黏稠、流涎,与“子龙丸”(《外科证治全生集》)为异名同方
泻下方-攻补兼施,600250010,黄龙汤,《伤寒六书》,大黄，芒硝，枳实，厚朴，当归，人参，甘草，生姜，大枣，桔梗,攻下通便，补气养血,肠胃燥热，气血两虚，下利清水，神昏谵语，腹痛拒按，身热而渴，神疲少气，舌苔焦黄或焦黑，脉沉细数者,
和解方-和解少阳,600310011,小柴胡汤,《伤寒论》,柴胡，黄芩片，人参，炙甘草，法半夏，生姜，大枣,和解少阳,伤寒少阳证；热入血室证；疟疾、黄疸以及内伤杂病而见少阳证者,"与“三禁汤”(《此事难知》)、“人参汤”(《世医得效方》)、""和解散""(《伤寒六书》)为异名同方"
和解方-和解少阳,600310028,柴胡枳桔汤,《重订通俗伤寒论》,柴胡，枳壳，姜半夏，生姜，黄芩片，桔梗，陈皮，茶叶,和解透表，畅利胸隔,外感初传少阳，寒热往来，胸胁痞满，或痛，或呕或哕者,
和解方-和解少阳,600310035,蒿芩清胆汤,《重订通俗伤寒论》,青蒿，竹茹，仙半夏，茯苓，青黛，黄芩片，枳壳，陈皮，滑石，甘草,清胆利湿，和胃化痰,少阳湿热痰浊证。症见寒热如疟，寒轻热重，口苦膈闷，吐酸苦水或呕黄涎而黏，胸胁胀痛；舌红苔白腻，脉濡数,
和解方-和解少阳,600310042,达原饮,《温疫论》,槟榔，厚朴，草果，知母，白芍，黄芩片，甘草,开达膜原，辟秽化浊,瘟疫，邪达膜原证。瘟疫初起，憎寒发热，渐至但热无寒，昼夜发热，日晡益甚，头身疼痛；舌红，苔白厚如积粉，脉数,
和解方-和解少阳,600310059,柴胡桂枝干姜汤,《伤寒论》,柴胡，桂枝，干姜，天花粉，黄芩片，煅牡蛎，炙甘草,和解少阳，温阳化饮,伤寒少阳证，往来寒热，寒重热轻，胸胁满微结，小便不利，渴而不呕，但头汗出，心烦，寒多热少，或但寒不热,"与“柴胡桂姜汤”(《金匮要略》)、“姜桂汤”(《全生指迷方》)、“桂姜汤""(《三因极一病证方论》)、""姜桂饮子""(《普济方》)、“柴胡姜桂汤”(《玉机微义》)、“柴桂干姜汤""(《医原》)为异名同方"
和解方-和解少阳,600310066,柴枳半夏汤,《医学入门》,柴胡，黄芩片，法半夏，枳壳，桔梗，瓜萎子，青皮，苦杏仁，甘草,和解清热，宣肺利气，涤痰开结,用于悬饮初期出现寒热往来，胸胁闷痛等,
和解方-和解少阳,600310073,柴胡加芒硝汤,《伤寒论》,柴胡，黄芩片，人参，炙甘草，法半夏，生姜，大枣，芒硝,和解少阳，泻热润燥,伤寒日久，里实内结所致胸胁苦满、呕逆、潮热、微利不已。或兼口苦、咽干，目眩，或不大便，苔黄厚，脉弦数,
和解方-和解少阳,600310080,柴胡加龙骨牡蛎汤,《伤寒论》,柴胡，龙骨，黄芩片，生姜，铅丹，人参，桂枝，茯苓，法半夏，大黄，牡蛎，大枣,和解少阳，通阳泻热，重镇安神,伤寒下后，邪入少阳，表里虚实错杂证。发热，胸胁苦满，烦躁谵语，惊惕不安，小便不利，一身尽痛重，转侧不利；舌质红，苔黄津少，脉弦数,与“柴胡龙骨牡蛎汤”(《伤寒总病论》)为异名同方
和解方-和解少阳,600310097,柴胡去半夏加瓜萎根汤,《外台秘要》,柴胡，人参，黄芩片，甘草，天花粉，生姜，大枣,和解少阳，驱疟生津,疟疾。症见寒热时作，烦渴，咽干，神疲纳少，自汗，舌淡苔薄，脉细弱或弦小数,
和解方-和解少阳,600310103,牡蛎汤,《外台秘要》引《伤寒论》,牡蛎，麻黄，甘草，蜀漆,散结通阳，截疟软坚,牝疟证。症见恶寒重，发热无汗，发作有时，胁下硬满，脉弦紧而浮,
和解方-和解少阳,600310110,蜀漆散,《金匮要略》,蜀漆，云母石，龙骨,祛痰截疟，镇定安神,牝疟，寒多热少，发作有时；舌苔白腻，脉弦,
和解方-和解少阳,600310127,柴胡桂枝汤,《伤寒论》,柴胡，桂枝，黄芩片，人参，炙甘草，法半夏，白芍，大枣，生姜,和解少阳，散结和胃，兼以表散,外证未去，邪入少阳证。见有发热，微恶风寒，支节烦疼，微呕，胸胁心下微满，心烦；苔薄白，脉弦，微浮,与“柴胡加桂汤”(《三因极一病证方论》)为异名同方
和解方-和解少阳,600310134,柴苓汤,《丹溪心法附余》,柴胡，法半夏，黄芩片，人参，甘草，白术，猪苓，茯苓，泽泻，桂枝，生姜,和解少阳，淡渗利湿,伤寒、温热病、伤暑、疟疾、痢疾等，邪在半表半里，症见发热，或寒热往来，或泻泄，小便不利者，以及小儿麻疹、痘疮、疝气见有上述症状者,
和解方-和解少阳,600310141,柴陈汤,《济阳纲目》,柴胡，黄芩片，人参，法半夏，陈皮，茯苓，草果，甘草,和解少阳，行气化痰,疟疾。外感内伤，郁聚成痰，热多，头痛肉跳，吐食呕沫，甚则昏迷卒倒,
和解方-和解少阳,600310158,柴梗半夏汤,《医学入门》,柴胡，黄芩片，法半夏，枳壳，桔梗，瓜萎子，青皮，苦杏仁，甘草,和解少阳，行气宽胸,邪热挟痰攻注，发热咳嗽，胸满，两胁锉痛,
和解方-和解少阳,600310165,冷附汤,《世医得效方》,炮附片，生姜,壮脾胃，去痰实，降虚热，清心气,脾胃气弱，痰实痞塞，虚热浮上，停于膈间，未易宣散，而致疟疾,
和解方-和解少阳,600310172,清脾汤,《重订严氏济生方》,青皮，姜厚朴，白术，草果仁，柴胡，茯苓，法半夏，黄芩片，炙甘草,燥湿化痰，泄热清脾,疟疾热多寒少，口苦咽干，小便赤涩，脉弦数,与“清脾饮子”(《保婴撮要》)、“清脾饮”(《济阴纲目》)为异名同方
和解方-和解少阳,600310189,参胡芍药汤,《医学入门》,人参，柴胡，白芍，黄芩片，知母，麦冬，地黄，枳壳，甘草,和解少阳，滋阴清热,伤寒14日外，余热未除，脉息未缓，大便不快，小便黄赤，或渴或烦，不能安睡，不思饮食,
和解方-和解少阳,600310196,追疟饮,《景岳全书》,制何首乌，当归，甘草，法半夏，青皮，陈皮，柴胡,理气化痰，扶正治疟,气血未至大衰，屡散之后，而疟有不止者,
和解方-调和肝脾,600320010,四逆散,《伤寒论》,炙甘草，麸炒枳实，柴胡，白芍,透邪解郁，疏肝理脾,少阴病，阳郁于里，致患热厥，以及肝失条达，气郁致厥，手足厥冷，或咳，或悸，或小便不利，或腹中痛，或泄痢下重，脉弦细,又名：柴胡芍药枳实甘草汤
和解方-调和肝脾,600320027,逍遥散,《太平惠民和剂局方》,柴胡，白术，白芍，炙甘草，当归，茯苓，煨姜，薄荷,疏肝解郁，养血健脾,肝郁血虚脾弱证。五心烦热，或往来寒热，肢体疼痛，头目昏重，心悸颊赤，口燥咽干，胸闷胁痛，减食嗜卧，月经不调，乳房作胀，脉弦而虚,
和解方-调和肝脾,600320034,黑逍遥散,《医略六书》,柴胡，白芍，当归，白术，茯苓，炙甘草，地黄，煨姜，薄荷,疏肝健脾，养血调经,肝郁血虚所致经前腹痛，脉弦虚者,
和解方-调和肝脾,600320041,开郁种玉汤,《傅青主女科》,酒当归，酒白芍，土炒白术，茯苓，酒丹皮，酒香附，天花粉,疏肝健脾，养血调经,肝气犯脾，肝郁脾虚之不孕症。症见多年不孕、月经延期、经前乳房胀痛、胸胁不舒、不思饮食、舌红苔白、脉弦,
