id,name,description,alias
832,祛腐生肌,运用具有祛腐肉、生新肉等作用的方药或相关疗法，使腐肉脱落，以促进新肉生长，加快疮口愈合的治法。,
833,消肿生肌,运用消散疮肿为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加快疮口愈合的治法。,
834,去毒生肌,运用解毒、束毒、拔毒、托毒等为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加快疮口愈合的治法。,
835,煨脓长肉,运用具有托脓拔毒、生肌长肉等作用的方药及相关疗法，以促使疮面脓液分泌、载邪外出而加快疮口愈合的治法。,
836,透脓生肌,运用透脓排毒为主，佐以具有生肌敛疮作用的方药或相关疗法，以促进疮疡脓液排出、新肉生长，加快疮口愈合的治法。,
837,燥湿生肌,运用清热或苦温燥湿为主，佐以具有生肌敛疮等作用的方药或相关疗法，以加快疮口愈合，治疗湿热蕴肤、寒湿入络、寒湿阻络等所致病证的治法。,
838,和营生新,运用具有调和营血、疏通血行等作用的方药或相关疗法，以促进新血化生或新肉生长，治疗血行不畅而影响新血化生或创面愈合所致病证的治法。,
839,养血生肌,运用补血、养血为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加速创伤或疮口愈合的治法。,
840,养阴生肌,运用滋养阴液为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加速创伤或疮口愈合的治法。,
841,益气生肌,运用补气扶正为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加速创伤或疮口愈合的治法。,
842,回阳生肌,运用温经通阳、温散寒邪为主，佐以具有生肌敛疮等作用的方药或相关疗法，以促进疮疡新肉生长，加快创伤或疮口愈合的治法。,
843,生肌收口,运用具有生肌、长肉、敛疮等作用的方药或相关疗法，以加快创伤或疮疡新肉生长、疮口愈合的治法。,
844,生肌定痛,运用具有生肌长肉、镇痛止痛等作用的方药或相关疗法，以缓解创伤或疮疡疼痛，促进新肉生长，加速疮口愈合的治法。,
845,治五官法,泛指运用具有明目、通耳、通鼻、利咽、固齿、开音等作用的方药及相关疗法，治疗眼、耳、鼻、口齿、舌等官窍病证的一类治法。,
846,明目,泛指运用具有祛风、清热、凉血、化瘀、通络、养血、益气、滋阴、健脾、补肝肾等祛邪、扶正作用的方药或相关疗法，以退翳明目或改善视力，治疗视物不清等外障、内障眼病的一类治法。,
847,祛邪明目,泛指运用具有祛风、清热、凉血、化瘀、通络等祛除病邪作用的方药或相关疗法，以退翳明目或改善视力，治疗视物不清等外障、内障眼病的一类治法。,
848,祛风明目,运用祛风散寒或祛风清热为主，佐以具有退翳明目等作用的方药或相关疗法，以治疗风邪犯目、风寒犯目、风热犯目、肺肝风热犯目、肝经风热犯目、心肺风热犯目、风火犯目等所致眼病的治法。,"疏风明目, 搜风明目"
849,清热明目,运用具有清热、泻火、解毒、明目等作用的方药或相关疗法，以治疗火毒攻目、气轮热毒、血轮实热、心经实火犯目、心肺热毒犯目、肝胆热毒犯目、脾胃积热犯目等所致眼病的治法。,"泻火明目, 泄热明目, 清肝明目"
850,凉血明目,运用具有清热、凉血、解毒、止血、明目等作用的方药或相关疗法，以治疗热入营分、热盛动血、火毒迫血等所致眼病的治法。,
851,化瘀明目,运用具有活血散瘀、退翳明目等作用的方药或相关疗法，以治疗气滞血郁、肝经血瘀、气轮血瘀、水轮气滞血瘀等所致眼病的治法。,"活血明目, 祛瘀明目"
852,退翳明目,运用退翳、消翳、明目为主，佐以具有辛散、滋阴、活血作用的方药或相关疗法，以促使翳障缩小或变薄，治疗黑睛病及宿翳等的治法。,
853,补益明目,泛指运用具有益气、养血、滋阴、健脾、补肝肾等作用的方药或相关疗法，以扶助正气、提高视力，治疗视物不清等外障、内障眼病的一类治法。,
854,补气明目,运用具有益气、升阳、明目等作用的方药或相关疗法，以治疗气虚、阳虚及水轮气虚等所致眼病的治法。,
855,养血明目,运用具有补血、养肝、明目等作用的方药或相关疗法，以治疗肝血虚、血虚肝旺等所致眼病的治法。,
856,滋肝明目,运用滋补肝阴为主，佐以具有退翳明目等作用的方药或相关疗法，以治疗肝阴亏虚、肝肾阴虚及水轮阴虚、风轮阴虚等所致眼病的治法。,
857,补肾明目,运用滋补肾阴、温补肾阳为主，佐以具有退翳明目作用的方药或相关疗法，以治疗肾虚精亏等所致眼病的治法。,
858,通耳,泛指运用具有祛邪扶正、宣通耳窍等作用的方药或相关疗法，以治疗耳病的一类治法。,
859,祛邪利耳,泛指运用具有疏风、降火、解毒、除湿、祛痰、逐瘀及宣通耳窍等作用的方药或相关疗法，治疗风、火、毒、湿、痰、瘀等邪犯耳所致耳病的一类治法。,
860,疏风宣耳,运用疏风散邪为主，佐以具有清热或化湿解毒、宣通耳窍等作用的方药或相关疗法，以治疗风邪犯耳、风热犯耳、风火上扰清窍、风湿挟毒及风阳上扰、肝阳化风、邪闭清窍等所致耳病的治法。,"祛风宣耳, 祛风通耳"
861,降火清耳,运用苦寒清热、泻火解毒为主，佐以具有宣通耳窍等作用的方药或相关疗法，以治疗风火上攻、胆经郁热、肝火燔耳、相火上炎、肝郁火旺、心肾火热、火毒犯耳等所致耳病的治法。,
862,解毒利耳,运用清热解毒或补肾托毒为主，佐以具有宣通耳窍等作用的方药或相关疗法，以治疗热毒犯耳、火毒犯耳、肾虚毒聚犯耳、邪恋耳窍等所致耳病的治法。,
863,除湿利耳,运用利水渗湿为主，佐以具有清热或温化、宣通耳窍等作用的方药或相关疗法，以治疗湿蒙清窍，湿浊蒙窍、湿热犯耳、肝经湿热、寒水上泛、肾虚水泛等所致耳病的治法。,"祛湿利耳, 祛湿通耳"
864,祛痰利耳,运用化痰除湿为主，佐以具有温化或泻火、散结通窍等作用的方药或相关疗法，以治疗痰湿泛耳、痰湿蒙塞清窍、痰浊壅结外耳、痰浊上蒙及痰火上扰、痰热蔽窍等所致病证的治法。,
865,化浊利耳,运用具有芳香化浊、利湿通窍等作用的方药或相关疗法，以治疗湿浊蒙窍、痰浊壅结外耳、痰浊上蒙、痰浊结聚、痰浊痹阻等所致耳病的治法。,
866,理气通耳,运用具有疏肝解郁、理气通窍等作用的方药或相关疗法，以治疗气机郁滞、气滞耳窍及肝气化火等所致耳病的治法。,
867,逐瘀通耳,运用具有活血通络、化瘀通窍等作用的方药或相关疗法，以治疗瘀阻清窍、瘀滞耳窍、邪闭清窍及血瘀耳窍、肾虚血瘀等所致耳病的治法。,
868,温化寒水利耳,运用温阳、散寒、利水为主，佐以具有补肾通窍等作用的方药或相关疗法，以治疗寒水上泛、肾虚水泛等所致耳病的治法。,
869,平肝潜阳利耳,运用具有平肝熄风、滋阴潜阳、宣通耳窍等作用的方药或相关疗法，以治疗肝阳上亢、肝阴虚阳亢、风阳上扰等所致耳病的治法。,
870,泻肝清耳,运用清泻肝胆、解毒通窍等作用的方药或相关疗法，以治疗肝经郁热、肝郁化火、肝火燔耳、肝火上扰清窍、肝胆火盛犯耳、肝胆火炽、肝胆火旺、火毒困结等所致耳病的治法。,
871,补益濡耳,泛指运用具有益气、补血、滋阴、补肝肾等作用的方药或相关疗法，以扶助正气、濡耳通窍，治疗气虚、血虚、阴虚、肝肾亏虚等所致耳病的一类治法。,
872,补气通耳,运用益气升阳、补肾固摄为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗气虚耳窍失充、上气不足、元气亏虚、肾气不固等所致耳病的治法。,
873,补血养耳,运用补血养肝为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗血虚耳窍失养等所致耳病的治法。,
874,滋阴濡耳,运用养阴益精、滋补肝肾为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗肝肾阴虚、阴液亏虚、虚火上炎、阴虚火炎、阴虚耳窍失濡等所致耳病的治法。,
875,滋肾濡耳,运用滋肾益精为主，佐以具有濡耳通窍等作用的方药或相关疗法，以治疗肾阴虚、肾精亏虚、阴虚精亏等所致耳病的治法。,
876,滋肝濡耳,运用具有滋肝养阴、潜阳通窍等作用的方药或相关疗法，以治疗肝阴虚、肝阴虚阳亢、肝阳上亢等所致耳病的治法。,
877,通鼻,泛指运用具有祛邪扶正等作用的方药或相关疗法，以通利鼻窍，治疗鼻病的一类治法。,
878,祛邪利鼻,泛指运用具有疏风、散寒、解毒、除湿、清燥、祛瘀及通利鼻窍等作用的方药或相关疗法，治疗邪犯鼻窍所致鼻病的一类治法。,
879,疏风通鼻,运用具有疏风宣肺、解表通窍等作用的方药或相关疗法，以治疗风邪犯鼻、风寒袭鼻、风邪犯肺等所致鼻病的治法。,
880,散寒通鼻,运用具有温阳散寒、宣通肺窍等作用的方药或相关疗法，以治疗寒邪犯表、鼻窍不利及风寒袭鼻、阳虚鼻窍失煦、寒燥伤阳等所致鼻病的治法。,
881,除湿利鼻,运用具有祛湿化浊、利鼻通窍等作用的方药或相关疗法，以治疗湿壅鼻窍、痰湿壅鼻等所致鼻病的治法。,"化浊通鼻, 化浊利鼻"
882,清燥润鼻,运用具有清宣燥热、养阴生津、润肺利窍等作用的方药或相关疗法，以治疗肺燥阴虚、燥伤鼻窍、阴虚鼻窍失濡等所致鼻病的治法。,
883,芳香通鼻,运用气味芳香、辛散走窜，具有通利鼻窍等作用的方药或相关疗法，以治疗湿浊闭塞鼻窍、邪闭清窍及肺气盛实、肺气郁痹而鼻窍不利所致鼻病的治法。,
884,清胆利鼻,运用具有清泻胆热、祛湿化浊、通利鼻窍等作用的方药或相关疗法，以治疗胆热移脑所致鼻病的治法。,
885,解毒利鼻,运用具有清热解毒、泻火消肿等作用的方药或相关疗法，以治疗火毒犯鼻、酒毒伤鼻、邪毒瘀结鼻窍等所致鼻病的治法。,
886,祛瘀通鼻,运用具有活血化瘀、行气通窍等作用的方药或相关疗法，以治疗气血瘀滞鼻窍所致鼻病的治法。,
887,补益利鼻,泛指运用具有益气、补血、滋阴、温阳等作用的方药或相关疗法，以扶助正气、通利鼻窍，治疗因虚所致鼻病的一类治法。,
888,益气煦鼻,运用具有补肺固表、益脾升清、煦鼻通窍等作用的方药或相关疗法，以治疗气虚鼻窍失充、肺脾气虚等所致鼻病的治法。,"补气煦鼻, 补气通鼻"
889,补血滋鼻,运用具有补血养血、滋鼻通窍等作用的方药或相关疗法，以治疗血虚鼻窍失养所致鼻病的治法。,
890,滋阴通鼻,运用具有滋补肺肾、润鼻通窍等作用的方药或相关疗法，以治疗阴虚鼻窍失濡、肺肾阴虚等所致鼻病的治法。,"养阴通鼻, 养阴润鼻"
891,温阳通鼻,运用具有温阳散寒、宣通鼻窍等作用的方药或相关疗法，以治疗阳虚鼻窍失煦及寒邪束肺、鼻窍不利等所致鼻病的治法。,
892,利咽,泛指运用具有祛邪扶正、清利咽喉等作用的方药或相关疗法，以治疗咽喉病的一类治法。,
893,祛邪利咽,泛指运用具有疏风、散寒、理气、祛痰、逐瘀及利咽等作用的方药或相关疗法，治疗病邪所致咽喉病的一类治法。,
894,疏风利咽,运用具有疏风解表、清利咽喉等作用的方药或相关疗法，以治疗风邪袭表、风热侵咽、肺胃风热等所致咽喉病的治法。,
895,散寒利咽,运用具有温散寒邪、利咽除痹等作用的方药或相关疗法，以治疗风寒袭咽、风寒上扰、寒邪犯表等所致咽喉病的治法。,"散寒利喉, 疏风散寒利咽"
896,清胃利咽,运用具有清泻胃火、解毒利咽等作用的方药或相关疗法，以治疗胃热熏蒸、胃火上炎、肺胃蕴热等所致咽喉病的治法。,
897,理气利咽,运用具有疏肝理气、行滞利咽等作用的方药或相关疗法，以治疗气滞痰凝咽喉、痰结咽喉等所致咽喉病的治法。,
898,祛痰利咽,运用具有祛痰化浊、散结利咽等作用的方药或相关疗法，以治疗肝郁痰凝、痰湿凝阻咽喉、痰结咽喉、痰浊结聚、痰浊凝聚声门、痰毒壅喉等所致咽喉病的治法。,
899,逐瘀利咽,运用具有行气活血、化瘀利咽等作用的方药或相关疗法，以治疗气滞痰瘀、瘀血痹阻咽喉等所致咽喉病的治法。,
900,补益利咽,泛指运用具有益气、滋阴、生津及润喉利咽等作用的方药或相关疗法，以治疗气虚、阴亏等所致咽喉病的一类治法。,
901,益气利咽,运用具有补益中气、润喉利咽等作用的方药或相关疗法，以治疗脾虚血燥、气虚咽喉失充等所致咽喉病的治法。,
902,滋阴润咽,运用具有养阴生津、润喉利咽等作用的方药或相关疗法，以治疗阴虚咽喉失濡、阴虚火旺等所致咽喉病的治法。,
903,生津利咽,运用具有清热生津、增液利咽等作用的方药或相关疗法，以治疗燥热伤阴、燥干清窍等所致咽喉病的治法。,
904,滋阴润喉,运用具有滋润养阴、润喉等作用的方药或相关疗法，以治疗阴虚咽喉失濡等所致咽喉病的治法。,
905,开音,泛指运用具有祛邪扶正、利声开音等作用的方药或相关疗法，以治疗声音嘶哑等病证的一类治法。,
906,祛邪开音,泛指运用具有宣肺、散寒、清热、祛痰、消肿等作用的方药或相关疗法，治疗病邪所致声音嘶哑等病证的一类治法。,
907,宣肺开音,运用具有宣肺解表、疏风开音等作用的方药或相关疗法，以治疗风热侵咽、风热闭肺、肺胃风热等所致失音、时行感冒、肺咳、喉咳等病证的治法。,
908,散寒开音,运用具有辛温开散、温阳散寒等作用的方药或相关疗法，以治疗寒邪外感等所致失音、时行感冒、肺咳、喉咳等病证的治法。,
909,清热开音,运用具有清热解毒、利咽开音等作用的方药或相关疗法，以治疗疫毒攻喉、痧毒上攻等所致失音、时行感冒、肺咳、喉咳、急乳蛾、急喉痹等病证的治法。,
910,祛痰开音,运用具有祛痰散结、利咽开音等作用的方药或相关疗法，以治疗痰气郁结、气滞痰凝咽喉、痰湿凝阻咽喉、痰浊凝聚声门、痰毒壅喉等所致病证的治法。,
911,行气开音,运用具有行气解郁、散结开音等作用的方药或相关疗法，以治疗气滞声带、肝经气滞、气滞痰凝咽喉、气滞痰结咽喉、气郁痰结、气滞痰瘀等所致失音、梅核气、喉息肉等病证的治法。,
912,祛瘀开音,运用具有活血散瘀等作用的方药或相关疗法，以治疗瘀阻咽喉、瘀阻声带、气滞痰瘀等所致失音、喉息肉、石蛾、喉瘤、咽喉菌等病证的治法。,"活血开音, 逐瘀开音"
913,散结开音,运用具有软坚化痰、活血散结等作用的方药或相关疗法，以治疗痰浊凝聚声门、瘀阻声带、瘀阻咽喉等所致失音、喉咳、喉息肉、喉癣等病证的治法。,
914,消肿开音,运用具有泻火解毒、消肿利水等作用的方药或相关疗法，以治疗邪闭清窍、疫毒攻喉、风热侵喉、风热痰毒、痰毒壅喉、湿热蒸喉、湿热毒蕴、痧毒闭肺、阳毒外发等所致白喉、乳蛾、喉痈、锁喉痈、急喉风等病证的治法。,
915,补益开音,泛指运用具有益气、滋阴、润燥等作用的方药或相关疗法，以扶助正气、利声开音，治疗正气虚所致声音嘶哑等病证的一类治法。,
916,益气开音,运用具有补益脾肺之气等作用的方药或相关疗法，以治疗气虚咽喉失充等所致失音等病证的治法。,
917,滋阴开音,运用具有滋养阴液、润肺开音等作用的方药或相关疗法，以治疗阴虚咽喉失濡、肺阴耗伤等所致失音、肺咳、喉咳、喉癣、子瘖、产后瘖等病证的治法。,
918,润燥开音,运用具有清肺润燥、生津开音等作用的方药或相关疗法，以治疗燥邪伤肺、肺燥等所致失音、肺咳、喉咳、喉癣等病证的治法。,
919,固齿,泛指运用具有祛邪扶正等作用的方药或相关疗法，以促使牙齿健固、牙龈充润的一类治法。,
920,祛邪固齿,泛指运用具有疏风或祛湿、降火、解毒、逐瘀及坚齿、固齿等作用的方药或相关疗法，以治疗风热犯齿、风火犯齿、湿热蒸齿、火毒犯龈、燥气化火、血瘀齿龈等所致齿病的一类治法。,
921,疏风固齿,运用具有疏风祛邪、坚齿固齿等作用的方药或相关疗法，以治疗风热犯齿、风火犯齿等所致口齿病证的治法。,
922,祛湿利齿,运用具有祛痰、除湿、化浊等作用的方药或相关疗法，以治疗湿热蒸齿等所致口齿病证的治法。,"化浊利齿, 祛痰利齿"
923,降火固齿,运用具有清热泻火、生津润燥等作用的方药或相关疗法，以治疗胃火燔龈、胃热熏蒸、胃火上炎等所致口齿病证的治法。,
924,解毒固齿,运用具有清热解毒、疏风固齿等作用的方药或相关疗法，以治疗火毒犯齿、风火犯齿等所致龋齿、牙痈、齿槽风等口齿病证的治法。,
925,解毒利龈,运用具有清热解毒、泻火利龈等作用的方药或相关疗法，以治疗火毒犯龈、胃火燔龈所致牙痈、齿槽风、牙岩等病证的治法。,
926,逐瘀消龈肿,运用具有活血化瘀、散结消肿等作用的方药或相关疗法，以治疗血瘀齿龈、胃热血瘀等所致口齿病证的治法。,
927,补益固齿,泛指运用具有益气、补血、滋阴、温阳等作用的方药或相关疗法，使牙齿健固、牙龈充润，治疗气虚齿动、血虚龈肉失养、阴虚齿燥、虚火灼龈、肾虚齿动等所致口齿病证的一类治法。,
928,益气固齿,运用具有补脾益气等作用的方药或相关疗法，以治疗气虚齿动等所致口齿病证的治法。,
929,补血养龈,运用具有补血养血、养龈健齿等作用的方药或相关疗法，以治疗血虚齿龈失养等所致口齿病证的治法。,
930,滋阴养龈,运用具有滋补阴液、养龈润齿等作用的方药或相关疗法，以治疗阴虚齿龈失养等所致口齿病证的治法。,
931,温阳健齿,运用具有温补阳气等作用的方药或相关疗法，以治疗肾虚齿动、清阳不升、阳虚寒凝、元阳亏虚等所致口齿病证的治法。,
932,补肾固齿,运用具有补肾培本等作用的方药或相关疗法，以治疗肾虚齿动及肾精亏虚等所致口齿病证的治法。,
933,其他治法,[],
934,壮水制阳,运用具有滋补阴液等作用为主的方药或相关疗法，使阴液足以制约偏亢或上扰的阳气，治疗阴虚阳亢、阳亢扰神等所致病证的治法。,
935,益火消阴,运用具有温补和振奋阳气等作用为主的方药或相关疗法，使阳气充沛、旺盛而消散阴寒，以治疗阳气虚衰、伤寒阴厥、阴寒、阴毒等所致病证的治法。,
936,引火归原,运用滋肾补阳为主，佐以具有引火归元等作用的方药或相关疗法，使浮阳得以敛藏，肾阳归藏、寓于肾阴之中，以治疗命门火衰、虚阳浮越等所致病证的治法。,"引火归元, 导龙入海"
937,宣通三焦,运用具有理气祛邪，疏通三焦气机等作用的方药或相关疗法，以治疗邪阻气滞而三焦壅塞所致病证的治法。,
938,交通心肾,运用具有滋肾阴、敛肾阳，降心火、安心神等作用的方药或相关疗法，以滋阴涵阳、沟通心肾，治疗心肾不交、阴虚阳亢等所致病证的治法。,
939,清利头目,运用具有清热泻火、潜阳熄风等作用的方药或相关疗法，以促使头目清利，治疗火热上扰、肝阳化风等所致病证的治法。,
940,滑利窍道,运用具有滋阴润燥、滑利窍道等作用的方药或相关疗法，以治疗津液亏虚、阴液亏虚或燥干清窍等所致病证的治法。,
941,宽胸利膈,运用具有祛邪理气或升阳降浊等作用的方药或相关疗法，使胸膈得以舒畅，治疗气滞胸膈、邪扰胸膈、热扰胸膈、寒痰阻肺、寒痰聚胃、瘀阻胸膈等所致病证的治法。,
942,续筋接骨,运用推拿、正骨手法，或具有理伤续断作用的方药，以整复、治疗筋骨伤损等所致病证的治法。,
943,强筋壮骨,运用气功锻炼，或具有补益肝肾、强筋健骨等作用的方药，以治疗劳伤筋脉，或体虚、病后筋骨不健等所致病证的治法。,
944,酸甘化阴,酸味药和甘味药合用，以化生阴津、阴液，治疗阴液亏虚、津液亏虚等所致病证的治法。,
945,辛甘化阳,辛味药和甘味药合用，以助益阳气，治疗阳气亏虚、阳虚寒滞、阳虚痰凝等所致病证的治法。,
946,佐金平木,运用具有肃肺（金）抑肝（木）等作用的方药或相关疗法，以清肃肺气、抑制肝气上逆，治疗木叩金鸣、木火刑金等所致病证的治法。,
947,益火生土,运用具有益火（命门）、生土（脾）等作用的方药或相关疗法，以温补命门之火，恢复脾土运化功能，治疗命门火衰、肾虚滑脱、脾肾两虚等所致病证的治法。,
948,金水相生,运用具有补肺、滋肾等作用的方药或相关疗法，促使金水相互资生、充盛，以治疗肺肾两虚或肺阴虚、肾阴虚等所致病证的治法。,
949,培土制水,运用具有培补脾土、化湿利水等作用的方药或相关疗法，以治疗脾气亏虚、脾虚水泛、脾阳虚衰、脾肾虚衰等所致病证的治法。,
950,泻南补北,运用具有泻心火、补肾水等作用的方药或相关疗法，以治疗肝实肺虚，或肾阴不足、心火偏旺等所致病证的治法。,
951,畜鱼置介,运用具有滋补阴液等作用的介类药，以滋补真阴、促使僭越的阳气潜纳，治疗真阴亏虚、风阳暴亢或虚阳浮越、阳虚欲脱等所致病证的治法。,
952,提壶揭盖,运用具有宣肺或升提、催吐等作用的方药及其相关疗法以开通上焦，从而促成下焦通利，以治疗癃闭、水肿或便秘等病证的治法。,
953,逆流挽舟,运用具有疏表胜湿、透邪外出等作用的方药，使表陷者由里出表、如逆水挽舟上行，以治疗气虚湿困、痢邪陷里等所致病证的治法。,
954,开鬼门,运用具有发汗、利水等作用的方药或相关疗法，以治疗风水泛滥、水湿浸渍等所致病证的治法。,
955,解毒安胎,运用解毒为主，佐以具有安胎等作用的方药或相关疗法，以治疗食毒伤胎、药毒伤胎等所致病证的治法。,
956,以毒攻毒,运用有毒方药以攻除邪毒的治法。,
